sample_id,pair_id,actor,statement,repetition,intensity,emotion,donor_sample_id,donor_sign,layer_index,clean_raw,patched_raw,delta_raw,clean_lens,patched_lens,delta_lens
pair_0000_sad,pair_0000,01,01,01,01,sad,pair_0000_happy,1,14,-2.197841167449951,-2.197841167449951,0.0,-2.112271308898926,-2.112271308898926,0.0
pair_0000_sad,pair_0000,01,01,01,01,sad,pair_0000_happy,1,15,-2.8007900714874268,-2.8007900714874268,0.0,-3.428600549697876,-3.428600549697876,0.0
pair_0000_sad,pair_0000,01,01,01,01,sad,pair_0000_happy,1,16,-2.9218578338623047,-2.9218578338623047,0.0,-3.200613498687744,-3.200613498687744,0.0
pair_0000_sad,pair_0000,01,01,01,01,sad,pair_0000_happy,1,17,-3.592710018157959,-3.592710018157959,0.0,-3.4831130504608154,-3.4831130504608154,0.0
pair_0000_sad,pair_0000,01,01,01,01,sad,pair_0000_happy,1,18,-4.194654941558838,-4.144353866577148,0.05030107498168945,-3.3541903495788574,-3.2992429733276367,0.0549473762512207
pair_0000_sad,pair_0000,01,01,01,01,sad,pair_0000_happy,1,19,-4.647802352905273,-4.479809761047363,0.16799259185791016,-2.612328052520752,-2.371086835861206,0.2412412166595459
pair_0000_sad,pair_0000,01,01,01,01,sad,pair_0000_happy,1,20,-7.115157127380371,-6.983194351196289,0.13196277618408203,-3.9562864303588867,-3.782411575317383,0.1738748550415039
pair_0000_sad,pair_0000,01,01,01,01,sad,pair_0000_happy,1,21,-8.599987030029297,-8.41931438446045,0.18067264556884766,-4.443516254425049,-4.242978572845459,0.20053768157958984
pair_0000_sad,pair_0000,01,01,01,01,sad,pair_0000_happy,1,22,-12.057086944580078,-11.788453102111816,0.2686338424682617,-4.276054382324219,-4.1077189445495605,0.1683354377746582
pair_0000_sad,pair_0000,01,01,01,01,sad,pair_0000_happy,1,23,-16.98896026611328,-16.654178619384766,0.3347816467285156,-4.4724836349487305,-4.368216514587402,0.10426712036132812
